"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","time"
"1",0.526135999136815,0.488617603950061,0.523926112826597,0.235454828384215,0.428399981819213,0.639871530596207,0.440640825516675,0.398631389146865,0.577018545198956,0.599331041340611,0.113579758020101,0.447780780199861,0.591174744054452,0.583741216676332,0.544643970089715,0.574727504750165,0.587653483945712,0.535174933226698,0.328529103243107,0.518778594509954,0
"2",0.460291159275712,0.592759741712594,0.483135502632196,0.278304859924981,0.46706044209858,0.64777575765652,0.514032742729921,0.456617068873774,0.383661857982377,0.46946396203167,0.12965760648818,0.35095329113886,0.706024436805667,0.646902770419045,0.609309836321028,0.628980757542025,0.346850762451539,0.653626886558497,0.32093182329144,0.474118314056953,60
"3",0.322126533763875,0.621006373025573,0.456711166038932,0.303157276995006,0.343294474371133,0.634034266291446,0.471352903033867,0.631031590780785,0.506125157279819,0.236713974360123,0.166343640276375,0.418612903450521,0.5069688465181,0.597584169098252,0.471524802626061,0.655094418841145,0.378154601559151,0.588280094945893,0.211170613163099,0.615115307105507,120
"4",0.275568334734967,0.686482395728082,0.487021997814043,0.288580999261104,0.297025395520774,0.406805358648695,0.452427852773467,0.613897504857013,0.623912287947255,0.384708201124711,0.213816075207699,0.583353062603137,0.699344131044141,0.671957576905059,0.561710102187921,0.628079277428958,0.208767918366274,0.780899559871428,0.358173511171406,0.574868726764558,180
"5",0.310119634440053,0.516185876447371,0.576652641177143,0.336704293440627,0.47568825886273,0.67040477772638,0.62462158299537,0.534115907512423,0.713889900057486,0.620485167307755,0.292880914311571,0.456144881681942,0.738101854002371,0.359882230591684,0.575164279722246,0.613387942250783,0.170851171616106,0.667426950198494,0.309123923034306,0.554266241390287,240
"6",0.324408817424429,0.583355010361223,0.642688187202996,0.36555034205002,0.448985401173724,0.399207226272062,0.437095236735008,0.622445949297819,0.651744393148458,0.666253359304062,0.1559892442327,0.31188294577653,0.686181609017346,0.548168491360132,0.679874362830697,0.693202740944428,0.169166662125489,0.480141995788081,0.251031529722301,0.597103003184256,300
"7",0.237493367012244,0.386335355826828,0.609632869868565,0.24515912931187,0.306275133952319,0.471104671543279,0.279510524307449,0.547870550428038,0.56629310390012,0.59496708090911,0.298447815983995,0.469148082186683,0.629039572836132,0.372409634020077,0.623625080789001,0.637814975197555,0.14262128691319,0.535866415435152,0.28589504142341,0.405131960725945,360
"8",0.491340221193741,0.421640736784508,0.475439654827349,0.352329584981687,0.466643680306695,0.373933640294369,0.360337436857836,0.427138292311876,0.454874251449584,0.599673535336208,0.296979699033587,0.436701317838553,0.480638222198245,0.433718446097786,0.665423259845176,0.597651382657622,0.324205929714424,0.531082253687604,0.441266553442799,0.570395692138494,420
"9",0.39966564091889,0.318012931113803,0.640845406977295,0.316348891598819,0.465635721812489,0.552064708456992,0.676179935931685,0.388771307740114,0.473583948903189,0.577263447494834,0.459812450517078,0.470910074175224,0.511985944314665,0.374134306550263,0.547293533787631,0.607599722947707,0.24270837594998,0.557138473977379,0.460613845323007,0.436910268149772,480
"10",0.584120440885151,0.426685760909313,0.379942986758241,0.319955854023318,0.526385631016108,0.511485458023575,0.651794726617688,0.539548005974885,0.429777984119645,0.604113289421903,0.538075377277603,0.30779119491099,0.579586934582954,0.489925901374715,0.550849990651655,0.561678800769658,0.196071724393056,0.591979898994282,0.466726805261485,0.488082713915686,540
